trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3587,False,"{'a': 0.001, 'e': 0.02768124973129162}",30,24,11.35721094834797,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3588,False,"{'a': 0.001, 'e': 0.027653582317572808}",20,10,21.04218300830297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3589,False,"{'a': 0.001, 'e': 0.027625942557438617}",20,0,27.747985363547706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3590,False,"{'a': 0.001, 'e': 0.027598330423249287}",25,11,23.933652653106506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3591,False,"{'a': 0.001, 'e': 0.02757074588739267}",25,15,16.718304557760938,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3592,False,"{'a': 0.001, 'e': 0.02754318892228425}",30,14,28.69434813407943,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3593,False,"{'a': 0.001, 'e': 0.027515659500367044}",20,0,18.34476294106978,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3594,False,"{'a': 0.001, 'e': 0.027488157594111634}",20,8,20.254028201433986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3595,False,"{'a': 0.001, 'e': 0.027460683176016094}",20,12,11.681108068669024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3596,False,"{'a': 0.001, 'e': 0.027433236218606032}",20,6,24.544539303096897,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3597,False,"{'a': 0.001, 'e': 0.027405816694434475}",20,0,26.234099974703277,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3598,False,"{'a': 0.001, 'e': 0.027378424576081896}",30,16,28.499165851523138,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3599,False,"{'a': 0.001, 'e': 0.027351059836156166}",20,9,21.053527688856825,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3600,False,"{'a': 0.001, 'e': 0.02732372244729256}",30,18,20.67037738781879,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3601,False,"{'a': 0.001, 'e': 0.027296412382153676}",25,9,25.592265661628296,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3602,False,"{'a': 0.001, 'e': 0.027269129613429453}",30,24,11.164174114052368,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3603,False,"{'a': 0.001, 'e': 0.027241874113837102}",20,12,18.104728915320294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3604,False,"{'a': 0.001, 'e': 0.027214645856121145}",20,13,13.94734851529184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3605,False,"{'a': 0.001, 'e': 0.027187444813053317}",20,9,21.447031671297747,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3606,False,"{'a': 0.001, 'e': 0.027160270957432564}",20,3,25.984057926170188,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3607,False,"{'a': 0.001, 'e': 0.027133124262085022}",20,8,21.08682615733385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3608,False,"{'a': 0.001, 'e': 0.027106004699864013}",20,6,16.36225522984032,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
3609,False,"{'a': 0.001, 'e': 0.027078912243649965}",25,0,35.165256531819516,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3610,False,"{'a': 0.001, 'e': 0.027051846866350416}",25,3,27.387695646803547,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
3611,False,"{'a': 0.001, 'e': 0.027024808540899975}",30,21,19.105619781741655,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3612,False,"{'a': 0.001, 'e': 0.02699779724026034}",20,4,-10.715537643622639,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
3613,False,"{'a': 0.001, 'e': 0.026970812937420194}",20,12,15.440969032104416,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3614,False,"{'a': 0.001, 'e': 0.026943855605395233}",20,10,17.882668429597455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3615,False,"{'a': 0.001, 'e': 0.026916925217228112}",25,0,42.377182231144495,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3616,False,"{'a': 0.001, 'e': 0.026890021745988462}",20,10,17.222637047993118,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3617,False,"{'a': 0.001, 'e': 0.026863145164772798}",20,10,16.746117725038083,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3618,False,"{'a': 0.001, 'e': 0.02683629544670454}",20,6,25.019479487126855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3619,False,"{'a': 0.001, 'e': 0.02680947256493395}",20,9,22.69907792578919,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3620,False,"{'a': 0.001, 'e': 0.026782676492638175}",20,12,17.35471701492655,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3621,False,"{'a': 0.001, 'e': 0.026755907203021123}",20,9,22.757289108655982,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3622,False,"{'a': 0.001, 'e': 0.0267291646693135}",20,16,5.852096358400657,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3623,False,"{'a': 0.001, 'e': 0.026702448864772767}",20,10,16.112893031302807,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3624,False,"{'a': 0.001, 'e': 0.026675759762683132}",30,22,12.835559562962388,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3625,False,"{'a': 0.001, 'e': 0.026649097336355485}",30,13,29.27027442352086,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3626,False,"{'a': 0.001, 'e': 0.026622461559127397}",20,0,39.301548365366244,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3627,False,"{'a': 0.001, 'e': 0.02659585240436307}",20,9,21.292642767509406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3628,False,"{'a': 0.001, 'e': 0.02656926984545338}",20,3,30.390313533801006,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3629,False,"{'a': 0.001, 'e': 0.026542713855815747}",25,19,11.027612894865047,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3630,False,"{'a': 0.001, 'e': 0.02651618440889418}",20,14,11.53929246738977,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3631,False,"{'a': 0.001, 'e': 0.026489681478159225}",20,5,23.88692312388435,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3632,False,"{'a': 0.001, 'e': 0.026463205037107963}",20,6,24.809867365187362,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3633,False,"{'a': 0.001, 'e': 0.026436755059263944}",20,8,15.645412382979266,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3634,False,"{'a': 0.001, 'e': 0.026410331518177187}",25,0,3.4199245787888946,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
3635,False,"{'a': 0.001, 'e': 0.02638393438742414}",20,11,14.720361443483085,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3636,False,"{'a': 0.001, 'e': 0.02635756364060769}",30,2,7.2139608107744895,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
3637,False,"{'a': 0.001, 'e': 0.026331219251357077}",25,17,16.066747616939125,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3638,False,"{'a': 0.001, 'e': 0.026304901193327908}",30,12,-7.026860601948437,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
3639,False,"{'a': 0.001, 'e': 0.026278609440202112}",20,4,-15.168770878580949,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
3640,False,"{'a': 0.001, 'e': 0.02625234396568796}",30,16,29.17753572708083,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3641,False,"{'a': 0.001, 'e': 0.02622610474351996}",20,15,11.591245156890144,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3642,False,"{'a': 0.001, 'e': 0.02619989174745889}",25,13,12.374172924604947,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
3643,False,"{'a': 0.001, 'e': 0.02617370495129174}",25,11,29.808609785745453,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3644,False,"{'a': 0.001, 'e': 0.026147544328831734}",25,16,17.217778011912394,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3645,False,"{'a': 0.001, 'e': 0.026121409853918233}",25,15,19.277487969336615,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3646,False,"{'a': 0.001, 'e': 0.026095301500416765}",30,24,10.829362031111136,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3647,False,"{'a': 0.001, 'e': 0.02606921924221896}",30,7,36.04085059908517,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3648,False,"{'a': 0.001, 'e': 0.02604316305324258}",25,17,14.778416023211634,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3649,False,"{'a': 0.001, 'e': 0.026017132907431427}",30,0,43.89620348733966,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
3650,False,"{'a': 0.001, 'e': 0.025991128778755347}",25,7,5.773731812856103,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
3651,False,"{'a': 0.001, 'e': 0.0259651506412102}",20,9,15.56197083514307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3652,False,"{'a': 0.001, 'e': 0.02593919846881787}",20,12,15.31633366376515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3653,False,"{'a': 0.001, 'e': 0.02591327223562617}",25,10,27.868334571941705,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3654,False,"{'a': 0.001, 'e': 0.025887371915708866}",20,7,13.099742849213603,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
3655,False,"{'a': 0.001, 'e': 0.025861497483165623}",20,9,-19.253819858490417,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
3656,False,"{'a': 0.001, 'e': 0.025835648912122026}",20,16,7.800609073744093,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3657,False,"{'a': 0.001, 'e': 0.0258098261767295}",25,11,15.688902532172094,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3658,False,"{'a': 0.001, 'e': 0.0257840292511653}",25,3,35.946911106351855,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3659,False,"{'a': 0.001, 'e': 0.025758258109632486}",25,9,31.932302781676352,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3660,False,"{'a': 0.001, 'e': 0.02573251272635994}",20,16,6.241162230051564,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3661,False,"{'a': 0.001, 'e': 0.025706793075602266}",30,20,20.2829436802676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3662,False,"{'a': 0.001, 'e': 0.025681099131639813}",25,2,35.52003422799478,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3663,False,"{'a': 0.001, 'e': 0.025655430868778615}",20,14,10.441128370625124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3664,False,"{'a': 0.001, 'e': 0.02562978826135044}",20,9,18.900488218399527,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3665,False,"{'a': 0.001, 'e': 0.025604171283712656}",20,15,8.855175670155374,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3666,False,"{'a': 0.001, 'e': 0.025578579910248294}",25,13,21.753623745976537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3667,False,"{'a': 0.001, 'e': 0.025553014115365962}",20,6,24.2616865563336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3668,False,"{'a': 0.001, 'e': 0.025527473873499885}",25,5,38.953232455276826,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3669,False,"{'a': 0.001, 'e': 0.02550195915910981}",20,8,21.991763345360305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3670,False,"{'a': 0.001, 'e': 0.025476469946681016}",25,17,19.957208865755547,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3671,False,"{'a': 0.001, 'e': 0.025451006210724283}",20,13,16.501113502688582,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3672,False,"{'a': 0.001, 'e': 0.025425567925775893}",20,9,22.230355638122095,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3673,False,"{'a': 0.001, 'e': 0.025400155066397548}",20,0,22.548871901621858,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3674,False,"{'a': 0.001, 'e': 0.025374767607176385}",25,11,26.75560730631305,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3675,False,"{'a': 0.001, 'e': 0.02534940552272493}",20,6,25.075525125471877,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3676,False,"{'a': 0.001, 'e': 0.025324068787681127}",35,13,40.40955477827305,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3677,False,"{'a': 0.001, 'e': 0.02529875737670822}",30,19,19.367970730131077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3678,False,"{'a': 0.001, 'e': 0.025273471264494796}",30,13,32.85507415757419,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3679,False,"{'a': 0.001, 'e': 0.025248210425754734}",25,8,31.78381800189767,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3680,False,"{'a': 0.001, 'e': 0.025222974835227212}",20,0,30.95463073227906,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3681,False,"{'a': 0.001, 'e': 0.025197764467676628}",20,12,16.133398424446522,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3682,False,"{'a': 0.001, 'e': 0.025172579297892607}",25,13,24.052958399190363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3683,False,"{'a': 0.001, 'e': 0.025147419300689974}",20,9,21.9249163113946,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3684,False,"{'a': 0.001, 'e': 0.02512228445090875}",30,12,28.764617644825613,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3685,False,"{'a': 0.001, 'e': 0.025097174723414068}",30,15,26.81239587914805,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3686,False,"{'a': 0.001, 'e': 0.025072090093096203}",20,13,11.020837209330319,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3687,False,"{'a': 0.001, 'e': 0.025047030534870507}",20,2,31.205220519353766,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3688,False,"{'a': 0.001, 'e': 0.025021996023677443}",30,11,-6.965535232196778,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
3689,False,"{'a': 0.001, 'e': 0.024996986534482492}",20,14,11.503722391776446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3690,False,"{'a': 0.001, 'e': 0.024972002042276155}",25,15,17.01554640201484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3691,False,"{'a': 0.001, 'e': 0.024947042522073932}",25,15,16.268694978647122,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3692,False,"{'a': 0.001, 'e': 0.02492210794891632}",25,16,15.545637168383815,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3693,False,"{'a': 0.001, 'e': 0.024897198297868735}",25,11,25.99135379538919,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3694,False,"{'a': 0.001, 'e': 0.024872313544021522}",20,10,-2.079344219477977,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
3695,False,"{'a': 0.001, 'e': 0.024847453662489916}",35,18,31.648115910444414,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3696,False,"{'a': 0.001, 'e': 0.02482261862841405}",20,14,11.409579075378556,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3697,False,"{'a': 0.001, 'e': 0.024797808416958885}",25,15,18.16238550092644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3698,False,"{'a': 0.001, 'e': 0.0247730230033142}",20,12,16.790746467313664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3699,False,"{'a': 0.001, 'e': 0.024748262362694576}",35,21,27.359971252967803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3700,False,"{'a': 0.001, 'e': 0.024723526470339388}",20,8,22.838114656272072,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3701,False,"{'a': 0.001, 'e': 0.024698815301512727}",25,3,40.96526894001327,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3702,False,"{'a': 0.001, 'e': 0.02467412883150343}",20,8,19.244671711001818,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3703,False,"{'a': 0.001, 'e': 0.024649467035625004}",30,16,27.8574162477984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3704,False,"{'a': 0.001, 'e': 0.024624829889215685}",20,16,5.791745786953355,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3705,False,"{'a': 0.001, 'e': 0.024600217367638302}",25,20,11.658619407031644,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3706,False,"{'a': 0.001, 'e': 0.02457562944628034}",20,8,23.22827813146803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3707,False,"{'a': 0.001, 'e': 0.02455106610055386}",20,8,20.551711285479815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3708,False,"{'a': 0.001, 'e': 0.024526527305895537}",25,18,14.3681037427589,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3709,False,"{'a': 0.001, 'e': 0.024502013037766564}",20,13,14.64056229340759,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3710,False,"{'a': 0.001, 'e': 0.02447752327165267}",20,2,26.272106348638047,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3711,False,"{'a': 0.001, 'e': 0.02445305798306408}",30,3,39.492952157167736,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
3712,False,"{'a': 0.001, 'e': 0.024428617147535518}",20,12,14.351730595341275,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3713,False,"{'a': 0.001, 'e': 0.02440420074062614}",20,15,1.7146811326375249,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
3714,False,"{'a': 0.001, 'e': 0.024379808737919537}",20,10,18.48241353194101,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3715,False,"{'a': 0.001, 'e': 0.024355441115023704}",25,11,28.813064276117462,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3716,False,"{'a': 0.001, 'e': 0.024331097847571002}",25,8,28.790427641728492,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3717,False,"{'a': 0.001, 'e': 0.02430677891121819}",20,13,12.758798530450077,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3718,False,"{'a': 0.001, 'e': 0.02428248428164631}",30,7,19.929021799414862,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
3719,False,"{'a': 0.001, 'e': 0.02425821393456074}",20,16,7.314401494564991,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3720,False,"{'a': 0.001, 'e': 0.024233967845691113}",25,5,35.117482601258224,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3721,False,"{'a': 0.001, 'e': 0.024209745990791363}",30,21,18.731088827621736,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3722,False,"{'a': 0.001, 'e': 0.02418554834563962}",20,14,9.608957372982069,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3723,False,"{'a': 0.001, 'e': 0.02416137488603824}",20,15,2.2154517443282176,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
3724,False,"{'a': 0.001, 'e': 0.024137225587813747}",20,16,5.342357310125848,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3725,False,"{'a': 0.001, 'e': 0.024113100426816865}",20,12,2.7914828918288985,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3726,False,"{'a': 0.001, 'e': 0.024088999378922418}",25,18,12.405321653289889,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3727,False,"{'a': 0.001, 'e': 0.024064922420029358}",20,0,20.00650014043776,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
3728,False,"{'a': 0.001, 'e': 0.024040869526060712}",30,13,16.484095445031073,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3729,False,"{'a': 0.001, 'e': 0.024016840672963606}",30,19,20.473983969828772,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3730,False,"{'a': 0.001, 'e': 0.023992835836709175}",20,8,21.485546757532163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3731,False,"{'a': 0.001, 'e': 0.02396885499329258}",20,9,12.076753546778525,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
3732,False,"{'a': 0.001, 'e': 0.023944898118732967}",25,11,15.653586266881216,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3733,False,"{'a': 0.001, 'e': 0.023920965189073478}",25,11,28.070522878946004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3734,False,"{'a': 0.001, 'e': 0.023897056180381168}",20,8,21.86032946445757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3735,False,"{'a': 0.001, 'e': 0.023873171068747034}",20,16,7.276302368197918,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3736,False,"{'a': 0.001, 'e': 0.023849309830285947}",25,15,20.627047038380823,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3737,False,"{'a': 0.001, 'e': 0.023825472441136687}",30,18,23.011288735934528,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3738,False,"{'a': 0.001, 'e': 0.023801658877461853}",35,14,36.79805504695127,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
3739,False,"{'a': 0.001, 'e': 0.02377786911544788}",20,10,19.456055301119996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3740,False,"{'a': 0.001, 'e': 0.023754103131304997}",30,9,35.68168621690092,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
3741,False,"{'a': 0.001, 'e': 0.02373036090126723}",25,13,23.543040643558736,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3742,False,"{'a': 0.001, 'e': 0.023706642401592346}",35,23,20.369944259122505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3743,False,"{'a': 0.001, 'e': 0.023682947608561836}",25,15,18.838021928692513,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3744,False,"{'a': 0.001, 'e': 0.0236592764984809}",30,14,31.85581692727467,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3745,False,"{'a': 0.001, 'e': 0.023635629047678443}",30,15,25.97213732472665,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3746,False,"{'a': 0.001, 'e': 0.023612005232507005}",20,10,15.989226670094252,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3747,False,"{'a': 0.001, 'e': 0.023588405029342768}",30,12,38.85842829583438,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3748,False,"{'a': 0.001, 'e': 0.02356482841458551}",30,19,21.230492440726355,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3749,False,"{'a': 0.001, 'e': 0.023541275364658647}",20,15,8.239750547766658,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3750,False,"{'a': 0.001, 'e': 0.023517745856009107}",35,27,15.728735791173408,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3751,False,"{'a': 0.001, 'e': 0.023494239865107385}",25,18,12.401245650608463,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3752,False,"{'a': 0.001, 'e': 0.023470757368447476}",25,5,23.701470080745207,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
3753,False,"{'a': 0.001, 'e': 0.0234472983425469}",20,6,26.273333418153193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3754,False,"{'a': 0.001, 'e': 0.023423862763946618}",20,2,27.694688122748346,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3755,False,"{'a': 0.001, 'e': 0.023400450609211056}",20,5,24.64294340433203,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3756,False,"{'a': 0.001, 'e': 0.023377061854928043}",35,17,36.381097678329695,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3757,False,"{'a': 0.001, 'e': 0.02335369647770884}",30,19,22.684016002606395,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3758,False,"{'a': 0.001, 'e': 0.023330354454188063}",20,9,21.25461375895507,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3759,False,"{'a': 0.001, 'e': 0.023307035761023685}",25,11,10.726581688339504,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3760,False,"{'a': 0.001, 'e': 0.023283740374897}",20,12,15.600545836383441,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3761,False,"{'a': 0.001, 'e': 0.023260468272512637}",20,13,14.048340150305298,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3762,False,"{'a': 0.001, 'e': 0.023237219430598487}",25,12,27.948808174791537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3763,False,"{'a': 0.001, 'e': 0.023213993825905707}",30,10,27.231972940184356,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
3764,False,"{'a': 0.001, 'e': 0.023190791435208673}",30,16,23.46606844023091,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3765,False,"{'a': 0.001, 'e': 0.02316761223530502}",25,19,8.667364654407441,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3766,False,"{'a': 0.001, 'e': 0.023144456203015532}",20,12,3.2548333893309707,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3767,False,"{'a': 0.001, 'e': 0.023121323315184173}",20,16,6.835487396795415,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3768,False,"{'a': 0.001, 'e': 0.02309821354867805}",25,8,29.615203965231338,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3769,False,"{'a': 0.001, 'e': 0.023075126880387407}",20,10,18.528836270767233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
